,Symbol,Trade_Date,CBI_SS,CBI_MACD,CBI,Trade_Price,Price_Delta,Avg_Volume,RSI_val,"RSI_slope, intercept",SS_val,"SS_slope, intercept",MSCD_Div_val,"MACD_Div_slope, intercept"
28,ALK,2020-10-07,0.21133128663467887,0.6572635261564355,0.43429740639555714,37.02000045776367,9.643435036953205,2242900.0,45.56618355094147,[ 0.24265831 43.205458  ],25.773374267306423,[ 1.3323861  22.76194209],-0.2404719693890473,[ 0.03869726 -0.36586842]
172,FTV,2020-09-01,0.6996053893439977,0.17029084680077886,0.4349481180723883,61.58158874511719,5.489875516965487,2881733.3333333335,58.62343032032929,[ 0.94624977 48.45903295],43.992107786879956,[ 1.37594995 26.25658915],-0.05047871948861432,[ 0.07557174 -0.2964265 ]
188,HON,2020-02-10,0.629121635687832,0.24195118013696212,0.43553640791239706,176.9499969482422,2.3905034193226546,3422550.0,49.986363759162955,[ 2.12765896 38.89489831],42.58243271375664,[ 7.11060097 22.55110629],-0.10838735698538182,[ 0.10057181 -0.44797201]
155,FAST,2020-03-27,0.7952950823872467,0.08021072028312475,0.4377529013351857,31.040000915527344,8.311849034343336,7835866.666666667,44.89312760240111,[ 1.42093558 37.91635077],45.90590164774493,[ 5.86802094 23.13249971],-0.026567069447345215,[ 0.11475716 -0.33121594]
111,DAL,2020-07-16,0.5295511833540705,0.3470592331146141,0.43830520823434227,27.260000228881836,-0.770363133008319,35652716.666666664,48.4696071568601,[ 1.16636225 43.46823494],40.59102366708141,[ 7.03521834 20.29889214],-0.1341404864840032,[ 0.09259279 -0.38650603]
160,FDX,2020-02-06,0.5207033044023882,0.37073883917324096,0.4457210717878146,148.6300048828125,10.95337296943027,2627300.0,43.06721243070781,[ 1.64744846 32.29479426],19.585933911952235,[ 1.02478315 10.7752888 ],-0.531709641812903,[ 0.33124006 -1.43418921]
73,CARR,2020-04-22,0.5538518542832123,0.33940491998262856,0.4466283871329204,14.789999961853027,19.74306376031785,19448416.666666668,54.694218443275396,[ 1.16682893 47.26289354],41.077037085664244,[ 2.08215658 26.96122068],-0.09311037922162957,[ 0.06581052 -0.27433421]
51,AME,2020-03-04,0.2595754477749635,0.6338765986684487,0.44672602322170607,91.01000213623047,-2.1316365189205375,2295466.6666666665,40.45228107762768,[ 1.22880875 22.65246897],24.80849104450073,[5.86615295 3.0664252 ],-0.9559020664491498,[ 0.11860934 -1.50802549]
19,ALK,2020-07-02,0.2622571578063841,0.6381982295061691,0.4502276936562766,36.4900016784668,6.220872947796984,3317966.6666666665,50.65970720508994,[ 0.77956485 46.33566139],35.24514315612768,[ 8.23100534 11.13470459],-0.4410106248157236,[ 0.07668029 -0.69102452]
156,FAST,2020-09-24,0.5386536554267851,0.3727845224971828,0.455719088961984,44.279998779296875,5.3071417199702,4004866.6666666665,41.45819608178375,[ 0.81750224 36.93827841],19.2269268914643,[ 0.8663528  13.36051364],-0.12060603954709304,[ 0.08092773 -0.32352749]
